,상호명,상권업종대분류명,상권업종중분류명,상권업종소분류명,시도명,시군구명,행정동명,법정동명,도로명주소,경도,위도,상호명_소문자,브랜드명
432522,이디야커피,음식,커피점/카페,커피전문점/카페/다방,서울특별시,성북구,월곡1동,하월곡동,서울특별시 성북구 오패산로3길 99,127.033800204019,37.6074690881278,이디야커피,이디야
433423,이디야커피,음식,커피점/카페,커피전문점/카페/다방,서울특별시,양천구,목3동,목동,서울특별시 양천구 목동중앙본로7길 46,126.866111844471,37.5394718594305,이디야커피,이디야
434263,스타벅스송파구청점,음식,커피점/카페,커피전문점/카페/다방,서울특별시,송파구,방이2동,방이동,서울특별시 송파구 오금로 87,127.107405691887,37.5146007564183,스타벅스송파구청점,스타벅스
434755,스타벅스,음식,커피점/카페,커피전문점/카페/다방,서울특별시,영등포구,여의동,여의도동,서울특별시 영등포구 여의공원로 101,126.924872251138,37.5292630435403,스타벅스,스타벅스
434924,이디야커피돈암아리랑점,음식,커피점/카페,커피전문점/카페/다방,서울특별시,성북구,돈암2동,돈암동,서울특별시 성북구 아리랑로 85-16,127.012494635061,37.5998861951354,이디야커피돈암아리랑점,이디야
435110,스타벅스,음식,커피점/카페,커피전문점/카페/다방,서울특별시,중구,장충동,장충동1가,서울특별시 중구 장충단로 166,127.006133081622,37.559637334572,스타벅스,스타벅스
435178,스타벅스,음식,커피점/카페,커피전문점/카페/다방,서울특별시,강남구,청담동,청담동,서울특별시 강남구 도산대로57길 24,127.041819329691,37.5252509543256,스타벅스,스타벅스
435359,스타벅스,음식,커피점/카페,커피전문점/카페/다방,서울특별시,용산구,한강로동,용산동5가,서울특별시 용산구 서빙고로 67,126.970392141507,37.5248570913299,스타벅스,스타벅스
436956,이디야커피사당역점,음식,커피점/카페,커피전문점/카페/다방,서울특별시,동작구,사당1동,사당동,서울특별시 동작구 동작대로7길 100,126.977514179342,37.4771452351858,이디야커피사당역점,이디야
437049,스타벅스,음식,커피점/카페,커피전문점/카페/다방,서울특별시,양천구,신정6동,신정동,서울특별시 양천구 목동서로 299,126.868819022331,37.5205579957556,스타벅스,스타벅스
437344,스타벅스신사가로수점,음식,커피점/카페,커피전문점/카페/다방,서울특별시,강남구,신사동,신사동,서울특별시 강남구 압구정로12길 32,127.022506036871,37.5218849410754,스타벅스신사가로수점,스타벅스
441663,이디야커피,음식,커피점/카페,커피전문점/카페/다방,서울특별시,용산구,한강로동,한강로2가,서울특별시 용산구 한강대로 138,126.970437491764,37.5314351268072,이디야커피,이디야
441825,스타벅스청담영동대로점,음식,커피점/카페,커피전문점/카페/다방,서울특별시,강남구,청담동,청담동,서울특별시 강남구 영동대로 720,127.056440999381,37.5221789486327,스타벅스청담영동대로점,스타벅스
443006,스타벅스서강광흥창역점,음식,커피점/카페,커피전문점/카페/다방,서울특별시,마포구,서강동,창전동,서울특별시 마포구 서강로 69,126.931678534065,37.549418048525,스타벅스서강광흥창역점,스타벅스
443131,스타벅스서울대역점,음식,커피점/카페,커피전문점/카페/다방,서울특별시,관악구,중앙동,봉천동,서울특별시 관악구 남부순환로 1817,126.95220514259,37.4816269954237,스타벅스서울대역점,스타벅스
444134,이디야커피건대스타시티점,음식,커피점/카페,커피전문점/카페/다방,서울특별시,광진구,자양3동,자양동,서울특별시 광진구 아차산로 262,127.072944230258,37.5369968145663,이디야커피건대스타시티점,이디야
444253,이디야커피,음식,커피점/카페,커피전문점/카페/다방,서울특별시,송파구,오금동,오금동,서울특별시 송파구 위례성대로22길 18,127.130335641369,37.5086806472427,이디야커피,이디야
444361,스타벅스송파위례점,음식,커피점/카페,커피전문점/카페/다방,서울특별시,송파구,위례동,장지동,서울특별시 송파구 위례광장로 230,127.143743892245,37.478547924507,스타벅스송파위례점,스타벅스
445062,이디야커피,음식,커피점/카페,커피전문점/카페/다방,서울특별시,서초구,반포1동,반포동,서울특별시 서초구 강남대로79길 10,127.023197445985,37.5052932735264,이디야커피,이디야
445172,스타벅스문정하비오점,음식,커피점/카페,커피전문점/카페/다방,서울특별시,송파구,문정2동,문정동,서울특별시 송파구 송파대로 111,127.124872301331,37.4796170833121,스타벅스문정하비오점,스타벅스
445217,스타벅스,음식,커피점/카페,커피전문점/카페/다방,서울특별시,강남구,청담동,청담동,서울특별시 강남구 학동로 419,127.045958023572,37.5183012998145,스타벅스,스타벅스
445481,이디야커피,음식,커피점/카페,커피전문점/카페/다방,서울특별시,강서구,가양1동,마곡동,서울특별시 강서구 마곡중앙6로 16,126.828987013432,37.560391911309,이디야커피,이디야
445706,이디야커피가좌역점,음식,커피점/카페,커피전문점/카페/다방,서울특별시,서대문구,남가좌1동,남가좌동,서울특별시 서대문구 수색로 32,126.9151025024,37.5694861927415,이디야커피가좌역점,이디야
446525,스타벅스,음식,커피점/카페,커피전문점/카페/다방,서울특별시,영등포구,여의동,여의도동,서울특별시 영등포구 국회대로 786,126.919574282578,37.5302599014954,스타벅스,스타벅스
446990,스타벅스구로디지털타워점,음식,커피점/카페,커피전문점/카페/다방,서울특별시,구로구,구로3동,구로동,서울특별시 구로구 디지털로32길 30,126.896505106137,37.4833815145927,스타벅스구로디지털타워점,스타벅스
447135,스타벅스커피강남대로신사,음식,커피점/카페,커피전문점/카페/다방,서울특별시,서초구,잠원동,잠원동,서울특별시 서초구 강남대로 595,127.019520989445,37.5148500163394,스타벅스커피강남대로신사,스타벅스
447297,이디야커피,음식,커피점/카페,커피전문점/카페/다방,서울특별시,강서구,화곡본동,화곡동,서울특별시 강서구 까치산로 79,126.847401246734,37.5457601374611,이디야커피,이디야
447610,이디야커피,음식,커피점/카페,커피전문점/카페/다방,서울특별시,동대문구,이문2동,이문동,서울특별시 동대문구 신이문로 19,127.064230403759,37.6031370128587,이디야커피,이디야
447636,스타벅스잠실대교남단점,음식,커피점/카페,커피전문점/카페/다방,서울특별시,송파구,잠실6동,신천동,서울특별시 송파구 올림픽로35길 141,127.098885013703,37.5157795174384,스타벅스잠실대교남단점,스타벅스
447984,스타벅스,음식,커피점/카페,커피전문점/카페/다방,서울특별시,은평구,갈현1동,갈현동,서울특별시 은평구 통일로 867,126.919882208781,37.6202221317245,스타벅스,스타벅스
447999,이디야커피,음식,커피점/카페,커피전문점/카페/다방,서울특별시,관악구,보라매동,봉천동,서울특별시 관악구 보라매로 62,126.927795512418,37.4933829422582,이디야커피,이디야
448128,이디야커피,음식,커피점/카페,커피전문점/카페/다방,서울특별시,송파구,문정2동,문정동,서울특별시 송파구 송파대로 111,127.124872301331,37.4796170833121,이디야커피,이디야
448202,스타벅스,음식,커피점/카페,커피전문점/카페/다방,서울특별시,서초구,반포4동,반포동,서울특별시 서초구 신반포로 194,127.00681633008,37.5064271601893,스타벅스,스타벅스
448377,이디야커피,음식,커피점/카페,커피전문점/카페/다방,서울특별시,강서구,가양1동,마곡동,서울특별시 강서구 마곡동로 61,126.833137596048,37.5606042036706,이디야커피,이디야
448505,스타벅스양천향교역,음식,커피점/카페,커피전문점/카페/다방,서울특별시,강서구,가양1동,마곡동,서울특별시 강서구 강서로 463,126.840442028048,37.5669203191806,스타벅스양천향교역,스타벅스
449221,스타벅스,음식,커피점/카페,커피전문점/카페/다방,서울특별시,강서구,등촌3동,등촌동,서울특별시 강서구 양천로 476,126.853258269858,37.5615852559942,스타벅스,스타벅스
449418,스타벅스,음식,커피점/카페,커피전문점/카페/다방,서울특별시,서대문구,홍제1동,홍제동,서울특별시 서대문구 통일로 451,126.943833500618,37.5886595039272,스타벅스,스타벅스
449928,스타벅스황학사거리점,음식,커피점/카페,커피전문점/카페/다방,서울특별시,성동구,왕십리도선동,하왕십리동,서울특별시 성동구 왕십리로 410,127.024062147888,37.5665447401941,스타벅스황학사거리점,스타벅스
450399,스타벅스,음식,커피점/카페,커피전문점/카페/다방,서울특별시,서초구,잠원동,잠원동,서울특별시 서초구 강남대로 595,127.019520989445,37.5148500163394,스타벅스,스타벅스
451355,스타벅스,음식,커피점/카페,커피전문점/카페/다방,서울특별시,금천구,시흥1동,시흥동,서울특별시 금천구 시흥대로 164,126.903216919415,37.4488707002077,스타벅스,스타벅스
451555,스타벅스,음식,커피점/카페,커피전문점/카페/다방,서울특별시,강서구,가양1동,마곡동,서울특별시 강서구 마곡중앙6로 16,126.828987013432,37.560391911309,스타벅스,스타벅스
451771,스타벅스문정역점,음식,커피점/카페,커피전문점/카페/다방,서울특별시,송파구,문정2동,문정동,서울특별시 송파구 송파대로 167,127.120744114354,37.4845512962666,스타벅스문정역점,스타벅스
451934,스타벅스,음식,커피점/카페,커피전문점/카페/다방,서울특별시,금천구,독산3동,독산동,서울특별시 금천구 시흥대로 426,126.898645735596,37.4715797313437,스타벅스,스타벅스
452217,이디야커피,음식,커피점/카페,커피전문점/카페/다방,서울특별시,관악구,조원동,신림동,서울특별시 관악구 남부순환로 1369,126.902884746291,37.4801160615741,이디야커피,이디야
452231,이디야커피,음식,커피점/카페,커피전문점/카페/다방,서울특별시,종로구,종로5.6가동,효제동,서울특별시 종로구 대학로 33,127.001832326074,37.5740357626644,이디야커피,이디야
453019,이디야커피,음식,커피점/카페,커피전문점/카페/다방,서울특별시,구로구,구로2동,구로동,서울특별시 구로구 구로동로 157,126.883354112542,37.4925657524354,이디야커피,이디야
453071,스타벅스,음식,커피점/카페,커피전문점/카페/다방,서울특별시,중구,회현동,남대문로5가,서울특별시 중구 퇴계로 18,126.975139869455,37.5565521000357,스타벅스,스타벅스
453198,이디야커피마곡엠밸리점,음식,커피점/카페,커피전문점/카페/다방,서울특별시,강서구,가양1동,마곡동,서울특별시 강서구 마곡서로 101,126.823575298093,37.5626447457415,이디야커피마곡엠밸리점,이디야
453329,스타벅스,음식,커피점/카페,커피전문점/카페/다방,서울특별시,성북구,월곡1동,하월곡동,서울특별시 성북구 동소문로 314,127.029301985316,37.6076123821039,스타벅스,스타벅스
453997,이디야커피,음식,커피점/카페,커피전문점/카페/다방,서울특별시,강남구,역삼2동,역삼동,서울특별시 강남구 논현로72길 13,127.040532937331,37.4958301012042,이디야커피,이디야
454295,이디야커피,음식,커피점/카페,커피전문점/카페/다방,서울특별시,은평구,구산동,구산동,서울특별시 은평구 서오릉로 195,126.91180202957,37.6134712654255,이디야커피,이디야
454358,스타벅스,음식,커피점/카페,커피전문점/카페/다방,서울특별시,성동구,성수2가3동,성수동2가,서울특별시 성동구 성수이로 94,127.056945343256,37.5432225413094,스타벅스,스타벅스
454648,이디야커피,음식,커피점/카페,커피전문점/카페/다방,서울특별시,노원구,월계1동,월계동,서울특별시 노원구 광운로22길 39,127.058797456073,37.6298456754298,이디야커피,이디야
454819,이디야커피,음식,커피점/카페,커피전문점/카페/다방,서울특별시,마포구,성산1동,성산동,서울특별시 마포구 월드컵북로 137,126.91164997402,37.5648140758985,이디야커피,이디야
455121,이디야커피,음식,커피점/카페,커피전문점/카페/다방,서울특별시,송파구,가락본동,가락동,서울특별시 송파구 송이로 87,127.12077496358,37.4983197587666,이디야커피,이디야
455312,스타벅스공릉역점,음식,커피점/카페,커피전문점/카페/다방,서울특별시,노원구,공릉1동,공릉동,서울특별시 노원구 동일로 1081,127.072254551413,37.6263661213083,스타벅스공릉역점,스타벅스
455318,스타벅스이수역사거리점,음식,커피점/카페,커피전문점/카페/다방,서울특별시,서초구,방배4동,방배동,서울특별시 서초구 서초대로 3-4,126.983047389605,37.4859872810427,스타벅스이수역사거리점,스타벅스
455879,이디야커피,음식,커피점/카페,커피전문점/카페/다방,서울특별시,강서구,방화2동,방화동,서울특별시 강서구 방화동로 95,126.812595517417,37.5690943091519,이디야커피,이디야
455977,스타벅스외대정문점,음식,커피점/카페,커피전문점/카페/다방,서울특별시,동대문구,이문1동,이문동,서울특별시 동대문구 이문로 93,127.059209152241,37.5953751605981,스타벅스외대정문점,스타벅스
458966,이디아,소매,종합소매점,종합소매,서울특별시,중구,신당동,신당동,서울특별시 중구 청계천로 318,127.013758243194,37.569351461721,이디아,이디야
459126,이디야커피등촌동점,음식,커피점/카페,커피전문점/카페/다방,서울특별시,강서구,염창동,염창동,서울특별시 강서구 공항대로61길 20,126.865777907713,37.5518038339191,이디야커피등촌동점,이디야
459132,이디야커피,음식,커피점/카페,커피전문점/카페/다방,서울특별시,영등포구,신길6동,신길동,서울특별시 영등포구 신풍로 52-1,126.911766848215,37.4999311532961,이디야커피,이디야
459266,이디야커피,음식,커피점/카페,커피전문점/카페/다방,서울특별시,강서구,가양1동,마곡동,서울특별시 강서구 양천로 344,126.840342131832,37.5682528631838,이디야커피,이디야
459267,이디야커피창신중앙점,음식,커피점/카페,커피전문점/카페/다방,서울특별시,종로구,숭인1동,숭인동,서울특별시 종로구 지봉로 64,127.015813912778,37.5757209721104,이디야커피창신중앙점,이디야
459474,스타벅스경희대삼거리점,음식,커피점/카페,커피전문점/카페/다방,서울특별시,동대문구,회기동,회기동,서울특별시 동대문구 회기로 141,127.052010174093,37.5915602101229,스타벅스경희대삼거리점,스타벅스
459501,스타벅스신세계본점5F,음식,커피점/카페,커피전문점/카페/다방,서울특별시,중구,회현동,충무로1가,서울특별시 중구 소공로 63,126.980965925363,37.5609095133129,스타벅스신세계본점5f,스타벅스
459752,이디야커피,음식,커피점/카페,커피전문점/카페/다방,서울특별시,강동구,암사1동,암사동,서울특별시 강동구 암사길 50,127.134706465493,37.5513597948836,이디야커피,이디야
460371,이디야커피,음식,커피점/카페,커피전문점/카페/다방,서울특별시,중랑구,면목2동,면목동,서울특별시 중랑구 동일로 683,127.079844722663,37.591438091097,이디야커피,이디야
460758,이디야커피한강공원로점,음식,커피점/카페,커피전문점/카페/다방,서울특별시,마포구,망원2동,망원동,서울특별시 마포구 망원로 21,126.899402575891,37.5563479249117,이디야커피한강공원로점,이디야
460932,이디야커피,음식,커피점/카페,커피전문점/카페/다방,서울특별시,강서구,가양1동,마곡동,서울특별시 강서구 마곡중앙5로 6,126.827003198167,37.5670848911589,이디야커피,이디야
461099,이디야커피,음식,커피점/카페,커피전문점/카페/다방,서울특별시,강북구,수유1동,수유동,서울특별시 강북구 삼양로 293,127.017707640557,37.6297450144849,이디야커피,이디야
461205,이디야커피,음식,커피점/카페,커피전문점/카페/다방,서울특별시,노원구,하계1동,하계동,서울특별시 노원구 공릉로 326,127.071161858219,37.6358814987326,이디야커피,이디야
461214,이디야커피신림문화교점,음식,커피점/카페,커피전문점/카페/다방,서울특별시,관악구,서원동,신림동,서울특별시 관악구 신림로 262-1,126.932688261781,37.4785509126916,이디야커피신림문화교점,이디야
461896,이디야커피,음식,커피점/카페,커피전문점/카페/다방,서울특별시,강서구,화곡1동,화곡동,서울특별시 강서구 강서로17길 6,126.845181337042,37.5334122861873,이디야커피,이디야
462167,스타벅스,음식,커피점/카페,커피전문점/카페/다방,서울특별시,송파구,잠실6동,신천동,서울특별시 송파구 송파대로 570,127.098885013703,37.5157795174384,스타벅스,스타벅스
464453,이디야커피마곡역점,음식,커피점/카페,커피전문점/카페/다방,서울특별시,강서구,가양1동,마곡동,서울특별시 강서구 공항대로 195,126.829257307783,37.5597548601835,이디야커피마곡역점,이디야
465170,이디야커피,음식,커피점/카페,커피전문점/카페/다방,서울특별시,강남구,세곡동,세곡동,서울특별시 강남구 헌릉로569길 9,127.100762145322,37.4667851100028,이디야커피,이디야
465589,스타벅스,음식,커피점/카페,커피전문점/카페/다방,서울특별시,은평구,갈현1동,갈현동,서울특별시 은평구 통일로 869,126.919789644121,37.6203564387311,스타벅스,스타벅스
465672,이디야커피신금호역점,음식,커피점/카페,커피전문점/카페/다방,서울특별시,성동구,금호2.3가동,금호동2가,서울특별시 성동구 금호산길 64,127.019598333334,37.5538841095515,이디야커피신금호역점,이디야
466092,이디야커피,음식,커피점/카페,커피전문점/카페/다방,서울특별시,은평구,갈현1동,갈현동,서울특별시 은평구 통일로 855-4,126.920337870063,37.6192622006267,이디야커피,이디야
466357,이디야커피선정릉역점,음식,커피점/카페,커피전문점/카페/다방,서울특별시,강남구,역삼1동,역삼동,서울특별시 강남구 봉은사로 326,127.042652306748,37.5096424554259,이디야커피선정릉역점,이디야
466605,이디야커피,음식,커피점/카페,커피전문점/카페/다방,서울특별시,성동구,응봉동,응봉동,서울특별시 성동구 독서당로 377,127.03112925594,37.5505282828068,이디야커피,이디야
466609,이디야커피,음식,커피점/카페,커피전문점/카페/다방,서울특별시,강남구,논현1동,논현동,서울특별시 강남구 도산대로 118,127.021806475458,37.5165449235408,이디야커피,이디야
467288,스타벅스,음식,커피점/카페,커피전문점/카페/다방,서울특별시,중구,명동,을지로2가,서울특별시 중구 을지로 51,126.983663297339,37.5664831848697,스타벅스,스타벅스
467399,이디야커피,음식,커피점/카페,커피전문점/카페/다방,서울특별시,노원구,중계2.3동,중계동,서울특별시 노원구 덕릉로 517,127.066426185077,37.6467196306233,이디야커피,이디야
467803,스타벅스강남오거리점,음식,커피점/카페,커피전문점/카페/다방,서울특별시,강남구,역삼1동,역삼동,서울특별시 강남구 봉은사로2길 39,127.026643378379,37.5020959446628,스타벅스강남오거리점,스타벅스
468725,이디야커피신림남부초교점,음식,커피점/카페,커피전문점/카페/다방,서울특별시,관악구,신사동,신림동,서울특별시 관악구 남부순환로 1541-1,126.921866485341,37.4833904118222,이디야커피신림남부초교점,이디야
469247,스타벅스,음식,커피점/카페,커피전문점/카페/다방,서울특별시,중구,명동,다동,서울특별시 중구 남대문로 109,126.982230332574,37.5669754231844,스타벅스,스타벅스
470148,이디야커피,음식,커피점/카페,커피전문점/카페/다방,서울특별시,영등포구,여의동,여의도동,서울특별시 영등포구 의사당대로 110,126.924414010082,37.5202033823205,이디야커피,이디야
470334,스타벅스강남점,음식,커피점/카페,커피전문점/카페/다방,서울특별시,강남구,역삼1동,역삼동,서울특별시 강남구 강남대로 390,127.028564755794,37.4978317500288,스타벅스강남점,스타벅스
470571,스타벅스,음식,커피점/카페,커피전문점/카페/다방,서울특별시,양천구,신정4동,신정동,서울특별시 양천구 목동로 203,126.863793615607,37.5266998936168,스타벅스,스타벅스
472846,이디야커피,음식,커피점/카페,커피전문점/카페/다방,서울특별시,은평구,진관동,진관동,서울특별시 은평구 진관1로 21-9,126.919685381338,37.6314741728939,이디야커피,이디야
474137,스타벅스노원마들역점,음식,커피점/카페,커피전문점/카페/다방,서울특별시,노원구,상계10동,상계동,서울특별시 노원구 노원로 569,127.057078652885,37.6609627165363,스타벅스노원마들역점,스타벅스
474241,스타벅스마곡나루역점,음식,커피점/카페,커피전문점/카페/다방,서울특별시,강서구,가양1동,마곡동,서울특별시 강서구 마곡중앙로 161-17,126.825946975642,37.5680294825785,스타벅스마곡나루역점,스타벅스
475750,이디야커피,음식,커피점/카페,커피전문점/카페/다방,서울특별시,노원구,중계본동,중계동,서울특별시 노원구 중계로14바길 14,127.083181680989,37.6498334668622,이디야커피,이디야
477083,이디아커피,음식,커피점/카페,커피전문점/카페/다방,서울특별시,광진구,자양2동,자양동,서울특별시 광진구 자양로 46,127.085936322936,37.5321783405397,이디아커피,이디야
477901,이디야커피,음식,커피점/카페,커피전문점/카페/다방,서울특별시,금천구,시흥5동,시흥동,서울특별시 금천구 시흥대로 150,126.903653435475,37.4476132757895,이디야커피,이디야
478365,이디야당산,음식,커피점/카페,커피전문점/카페/다방,서울특별시,영등포구,당산2동,당산동5가,서울특별시 영등포구 당산로 222,126.90219836144,37.5331812118938,이디야당산,이디야
479386,이디야잠실,음식,커피점/카페,커피전문점/카페/다방,서울특별시,송파구,잠실3동,잠실동,서울특별시 송파구 송파대로 567,127.093034822493,37.5131306848918,이디야잠실,이디야
479632,이디야커피,음식,커피점/카페,커피전문점/카페/다방,서울특별시,성북구,성북동,동소문동4가,서울특별시 성북구 동소문로13길 13,127.012548283872,37.5923990059272,이디야커피,이디야
479889,이디야커피,음식,커피점/카페,커피전문점/카페/다방,서울특별시,강서구,방화2동,방화동,서울특별시 강서구 방화동로 95,126.812529039729,37.5690035376527,이디야커피,이디야
480083,이디야커피,음식,커피점/카페,커피전문점/카페/다방,서울특별시,마포구,대흥동,대흥동,서울특별시 마포구 백범로 100,126.94236626696,37.547495934358,이디야커피,이디야
481209,이디야커피,음식,커피점/카페,커피전문점/카페/다방,서울특별시,마포구,성산2동,성산동,서울특별시 마포구 월드컵로 240,126.897257447574,37.5682756452677,이디야커피,이디야
481504,이디야커피,음식,커피점/카페,커피전문점/카페/다방,서울특별시,은평구,갈현1동,갈현동,서울특별시 은평구 갈현로 268,126.9166367825,37.6206158625263,이디야커피,이디야
482911,이디야커피,음식,커피점/카페,커피전문점/카페/다방,서울특별시,마포구,성산1동,성산동,서울특별시 마포구 성미산로 78,126.916639214378,37.5603007167274,이디야커피,이디야
482955,이디야커피,음식,커피점/카페,커피전문점/카페/다방,서울특별시,관악구,미성동,신림동,서울특별시 관악구 난우길 43-1,126.917047686828,37.4764803405482,이디야커피,이디야
483620,스타벅스,음식,커피점/카페,커피전문점/카페/다방,서울특별시,광진구,구의3동,구의동,서울특별시 광진구 광나루로 608,127.095252872366,37.541152496608,스타벅스,스타벅스
483762,이디야역삼역,음식,커피점/카페,커피전문점/카페/다방,서울특별시,강남구,역삼1동,역삼동,서울특별시 강남구 테헤란로25길 17,127.035220242035,37.5017878629869,이디야역삼역,이디야
485522,이디야커피,음식,커피점/카페,커피전문점/카페/다방,서울특별시,성북구,석관동,석관동,서울특별시 성북구 한천로78길 71,127.064949446017,37.6135497381248,이디야커피,이디야
485774,스타벅스신대방삼거리역점,음식,커피점/카페,커피전문점/카페/다방,서울특별시,동작구,상도3동,상도동,서울특별시 동작구 상도로 102,126.931761952017,37.4999334554962,스타벅스신대방삼거리역점,스타벅스
486512,이디야커피,음식,커피점/카페,커피전문점/카페/다방,서울특별시,중구,소공동,태평로2가,서울특별시 중구 남대문로1길 57,126.97745429719,37.5636002978218,이디야커피,이디야
487076,이디야삼성,음식,커피점/카페,커피전문점/카페/다방,서울특별시,강남구,대치2동,대치동,서울특별시 강남구 테헤란로88길 10,127.059450446397,37.50683996708,이디야삼성,이디야
490364,이디야사러가,음식,커피점/카페,커피전문점/카페/다방,서울특별시,영등포구,신길3동,신길동,서울특별시 영등포구 신길로 163,126.910786929313,37.5066619440103,이디야사러가,이디야
490366,이디야커피,음식,커피점/카페,커피전문점/카페/다방,서울특별시,강남구,역삼1동,역삼동,서울특별시 강남구 강남대로 390,127.028564755794,37.4978317500288,이디야커피,이디야
490587,이디야커피,음식,커피점/카페,커피전문점/카페/다방,서울특별시,중구,소공동,태평로2가,서울특별시 중구 남대문로1길 55,126.977421205829,37.5635369382734,이디야커피,이디야
490639,이디야커피,음식,커피점/카페,커피전문점/카페/다방,서울특별시,은평구,불광1동,불광동,서울특별시 은평구 불광로 104-2,126.933282270717,37.6162984061987,이디야커피,이디야
491128,이디야커피,음식,커피점/카페,커피전문점/카페/다방,서울특별시,송파구,잠실6동,신천동,서울특별시 송파구 올림픽로35길 112,127.102014435945,37.5180019310243,이디야커피,이디야
491541,이디야신사역,음식,커피점/카페,커피전문점/카페/다방,서울특별시,강남구,신사동,신사동,서울특별시 강남구 압구정로2길 62,127.021428527922,37.5177672233487,이디야신사역,이디야
491963,이디아커피합정엘아이지점,음식,커피점/카페,커피전문점/카페/다방,서울특별시,마포구,합정동,합정동,서울특별시 마포구 양화로1길 21,126.910434214397,37.5495843341748,이디아커피합정엘아이지점,이디야
492215,이디야노원사거리,음식,커피점/카페,커피전문점/카페/다방,서울특별시,강북구,우이동,우이동,서울특별시 강북구 삼양로171길 21,127.012022434075,37.6620986575324,이디야노원사거리,이디야
492474,이디야문래씨지브이,음식,패스트푸드,패스트푸드,서울특별시,영등포구,문래동,문래동3가,서울특별시 영등포구 문래로 164,126.900059789822,37.5177805310231,이디야문래씨지브이,이디야
492482,이디야구로하이엔드,음식,커피점/카페,커피전문점/카페/다방,서울특별시,구로구,구로3동,구로동,서울특별시 구로구 디지털로26길 5,126.89346712375,37.4816050678561,이디야구로하이엔드,이디야
492830,이디야커피,음식,커피점/카페,커피전문점/카페/다방,서울특별시,동대문구,청량리동,청량리동,서울특별시 동대문구 약령시로 147,127.04580224037,37.5837882473669,이디야커피,이디야
493038,이디아커피세종대,음식,커피점/카페,커피전문점/카페/다방,서울특별시,광진구,군자동,군자동,서울특별시 광진구 능동로 261,127.077130983341,37.5535098396927,이디아커피세종대,이디야
494388,이디야화곡사거리,음식,커피점/카페,커피전문점/카페/다방,서울특별시,강서구,화곡8동,화곡동,서울특별시 강서구 곰달래로 135,126.847903757669,37.5307537896023,이디야화곡사거리,이디야
494661,스타벅스,음식,커피점/카페,커피전문점/카페/다방,서울특별시,용산구,이촌1동,이촌동,서울특별시 용산구 이촌로 276,126.977265025442,37.5186365047611,스타벅스,스타벅스
495931,이디야커피,음식,커피점/카페,커피전문점/카페/다방,서울특별시,광진구,구의1동,구의동,서울특별시 광진구 광나루로 506,127.085647542069,37.544709753035,이디야커피,이디야
495938,이디야에스프레소,음식,커피점/카페,커피전문점/카페/다방,서울특별시,노원구,상계10동,상계동,서울특별시 노원구 노원로 530,127.060236881424,37.6612762512017,이디야에스프레소,이디야
495939,이디야을지로3가,음식,커피점/카페,커피전문점/카페/다방,서울특별시,중구,을지로동,저동2가,서울특별시 중구 수표로 45,126.989576424612,37.5653265459148,이디야을지로3가,이디야
496130,스타벅스신도림점,음식,커피점/카페,커피전문점/카페/다방,서울특별시,구로구,신도림동,신도림동,서울특별시 구로구 경인로 610,126.883942407396,37.5054652551996,스타벅스신도림점,스타벅스
496509,이디야불광역,음식,커피점/카페,커피전문점/카페/다방,서울특별시,은평구,대조동,대조동,서울특별시 은평구 통일로 723-1,126.929971598787,37.6101954830987,이디야불광역,이디야
497224,스타벅스역점,음식,커피점/카페,커피전문점/카페/다방,서울특별시,동작구,상도3동,상도동,서울특별시 동작구 상도로 102,126.931761952017,37.4999334554962,스타벅스역점,스타벅스
497463,스타벅스,음식,커피점/카페,커피전문점/카페/다방,서울특별시,성동구,성수1가2동,성수동1가,서울특별시 성동구 아차산로 42,127.049096357394,37.5464394160626,스타벅스,스타벅스
497849,이디야성수우리더블유타워,음식,커피점/카페,커피전문점/카페/다방,서울특별시,성동구,성수2가3동,성수동2가,서울특별시 성동구 아차산로15길 19,127.06205252685,37.5447409419661,이디야성수우리더블유타워,이디야
498977,이디야충무로3가,음식,커피점/카페,커피전문점/카페/다방,서울특별시,중구,필동,충무로3가,서울특별시 중구 퇴계로27길 31,126.991232454259,37.5625564857212,이디야충무로3가,이디야
499152,을지사거리이디야커피숍,음식,커피점/카페,커피전문점/카페/다방,서울특별시,강남구,논현2동,논현동,서울특별시 강남구 도산대로30길 7,127.029416676307,37.5193829472193,을지사거리이디야커피숍,이디야
506135,이디야커피,음식,커피점/카페,커피전문점/카페/다방,서울특별시,도봉구,방학1동,방학동,서울특별시 도봉구 도봉로 677,127.042293577073,37.6649252731291,이디야커피,이디야
506906,이디야커피,음식,커피점/카페,커피전문점/카페/다방,서울특별시,서대문구,남가좌1동,남가좌동,서울특별시 서대문구 가재울미래로 2,126.917779755628,37.574565579168,이디야커피,이디야
506907,이디야커피,음식,커피점/카페,커피전문점/카페/다방,서울특별시,강동구,천호3동,천호동,서울특별시 강동구 구천면로 236-1,127.131672845479,37.5416511857278,이디야커피,이디야
507006,이디야커피,음식,커피점/카페,커피전문점/카페/다방,서울특별시,관악구,미성동,신림동,서울특별시 관악구 남부순환로 1444,126.911239948635,37.4809141916389,이디야커피,이디야
507839,서아이디야,음식,커피점/카페,커피전문점/카페/다방,서울특별시,서대문구,남가좌2동,남가좌동,서울특별시 서대문구 거북골로 35,126.923903322807,37.5793519984021,서아이디야,이디야
